cluster	entrezgene_id	external_gene_name	Number of datasets	max(|logFC|)	logFC	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
cluster_2						GO_Biological_Process_2021__protein deacylation (GO:0035601)	0.7888446215139441	1.0529354564239697	0.41904761904761906	0.9698574753696588	1.0	1/1	21.27%	ABHD17B
cluster_2						GO_Biological_Process_2021__lipoprotein catabolic process (GO:0042159)	0.7888446215139441	1.0529354564239697	0.41904761904761906	0.9698574753696588	1.0	1/1	21.27%	ABHD17B
cluster_2						GO_Biological_Process_2021__macromolecule depalmitoylation (GO:0098734)	0.7888446215139441	1.0529354564239697	0.41904761904761906	0.9698574753696588	1.0	1/1	21.27%	ABHD17B
cluster_2						GO_Biological_Process_2021__regulation of synapse organization (GO:0050807)	0.7888446215139441	1.0529354564239697	0.41904761904761906	0.9698574753696588	1.0	1/1	21.27%	ABHD17B
cluster_2						GO_Biological_Process_2021__collagen fibril organization (GO:0030199)	0.3853483356649851	1.0529120919617374	0.4	0.9680948241476257	1.0	2/6	9.74%	COL2A1;PLOD2
cluster_2						GO_Biological_Process_2021__negative regulation of supramolecular fiber organization (GO:1902904)	-0.45325304046502946	-1.052203296711954	0.3952991452991453	0.849307389798248	1.0	3/4	24.25%	CORO1A;STMN1;KANK4
cluster_2						GO_Biological_Process_2021__homotypic cell-cell adhesion (GO:0034109)	-0.5868263473053892	-1.050896523517707	0.4015748031496063	0.8512860777107857	1.0	2/2	41.75%	PLPP3;MYH9
cluster_2						GO_Biological_Process_2021__synapse organization (GO:0050808)	-0.33045932290745506	-1.0502471698044975	0.4087136929460581	0.8516349336852006	1.0	5/8	22.47%	BDNF;CBLN1;CBLN2;DCTN1;PCDHB16
cluster_2						GO_Biological_Process_2021__positive regulation of transferase activity (GO:0051347)	-0.4428857715430861	-1.0501011774504128	0.3868312757201646	0.8507795773677199	1.0	4/4	56.26%	DTX3L;TOPORS;BMI1;PKIB
cluster_2						GO_Biological_Process_2021__regulation of cell population proliferation (GO:0042127)	-0.20833333333333334	-1.0498552976219542	0.4088888888888889	0.8500373202739113	1.0	23/23	80.32%	FABP3;CXCL8;INSM1;LIF;NUAK1;CDC7;FABP7;FGF9;TFAP2D;JUNB;NACC2;HSPA1A;HSPA1B;CYP27B1;STAT4;TET1;H2AC6;VIP;IER5;VEGFA;TOB1;JUN;GPNMB
cluster_2						GO_Biological_Process_2021__skeletal system development (GO:0001501)	-0.4562085164575238	-1.0490767656621764	0.4219409282700422	0.8507106274317506	1.0	2/4	8.15%	CHI3L1;EN1
cluster_2						GO_Biological_Process_2021__nucleotide-excision repair, preincision complex assembly (GO:0006294)	0.5946782572596523	1.0481412915496777	0.41015625	0.9767088417396913	1.0	1/2	5.17%	RAD23B
cluster_2						GO_Biological_Process_2021__nucleotide-excision repair, DNA duplex unwinding (GO:0000717)	0.5946782572596523	1.0481412915496777	0.41015625	0.9767088417396913	1.0	1/2	5.17%	RAD23B
cluster_2						GO_Biological_Process_2021__DNA duplex unwinding (GO:0032508)	0.5946782572596523	1.0481412915496777	0.41015625	0.9767088417396913	1.0	1/2	5.17%	RAD23B
cluster_2						GO_Biological_Process_2021__global genome nucleotide-excision repair (GO:0070911)	0.5946782572596523	1.0481412915496777	0.41015625	0.9767088417396913	1.0	1/2	5.17%	RAD23B
cluster_2						GO_Biological_Process_2021__regulation of neuron differentiation (GO:0045664)	0.403321702221781	1.0470718223430966	0.38645418326693226	0.9786056509821092	1.0	1/5	0.20%	DKK1
cluster_2						GO_Biological_Process_2021__regulation of Notch signaling pathway (GO:0008593)	-0.5848303393213572	-1.0470599399573994	0.3979591836734694	0.855273289755374	1.0	2/2	41.95%	TCIM;DTX1
cluster_2						GO_Biological_Process_2021__negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)	0.6063198902615728	1.0470050806459026	0.4015748031496063	0.976962694512663	1.0	1/2	4.37%	KANK1
cluster_2						GO_Biological_Process_2021__translation (GO:0006412)	-0.514	-1.0462204792643335	0.4130879345603272	0.8560896560790734	1.0	3/3	49.11%	RPLP2;EIF4G1;EPRS1
cluster_2						GO_Biological_Process_2021__inositol lipid-mediated signaling (GO:0048017)	-0.7948207171314741	-1.046216973578865	0.4351145038167939	0.8520563932502928	1.0	1/1	20.87%	PI4KA
cluster_2						GO_Biological_Process_2021__phosphatidylinositol phosphate biosynthetic process (GO:0046854)	-0.7948207171314741	-1.046216973578865	0.4351145038167939	0.8520563932502928	1.0	1/1	20.87%	PI4KA
cluster_2						GO_Biological_Process_2021__phosphatidylinositol-mediated signaling (GO:0048015)	-0.7948207171314741	-1.046216973578865	0.4351145038167939	0.8520563932502928	1.0	1/1	20.87%	PI4KA
cluster_2						GO_Biological_Process_2021__positive regulation of cell motility (GO:2000147)	0.36897623228552767	1.0458215980849128	0.41338582677165353	0.9792474345751928	1.0	4/6	33.80%	GPNMB;VEGFA;MYLK;ELP5
cluster_2						GO_Biological_Process_2021__cellular response to unfolded protein (GO:0034620)	0.44488977955911846	1.0435102111732715	0.3812154696132597	0.9853946382823278	1.0	4/4	55.86%	HSPA1L;HSPA1B;HSPA1A;ABCB10
cluster_2						GO_Biological_Process_2021__cellular response to caffeine (GO:0071313)	0.7808764940239044	1.042280442292188	0.42570281124497994	0.974785791928758	1.0	1/1	22.07%	RYR3
cluster_2						GO_Biological_Process_2021__response to magnesium ion (GO:0032026)	0.7808764940239044	1.042280442292188	0.42570281124497994	0.974785791928758	1.0	1/1	22.07%	RYR3
cluster_2						GO_Biological_Process_2021__cellular response to ATP (GO:0071318)	0.7808764940239044	1.042280442292188	0.42570281124497994	0.974785791928758	1.0	1/1	22.07%	RYR3
cluster_2						GO_Biological_Process_2021__response to caffeine (GO:0031000)	0.7808764940239044	1.042280442292188	0.42570281124497994	0.974785791928758	1.0	1/1	22.07%	RYR3
cluster_2						GO_Biological_Process_2021__cellular response to purine-containing compound (GO:0071415)	0.7808764940239044	1.042280442292188	0.42570281124497994	0.974785791928758	1.0	1/1	22.07%	RYR3
cluster_2						GO_Biological_Process_2021__cellular response to alkaloid (GO:0071312)	0.7808764940239044	1.042280442292188	0.42570281124497994	0.974785791928758	1.0	1/1	22.07%	RYR3
cluster_2						GO_Biological_Process_2021__cellular response to magnesium ion (GO:0071286)	0.7808764940239044	1.042280442292188	0.42570281124497994	0.974785791928758	1.0	1/1	22.07%	RYR3
cluster_2						GO_Biological_Process_2021__response to ATP (GO:0033198)	0.7808764940239044	1.042280442292188	0.42570281124497994	0.974785791928758	1.0	1/1	22.07%	RYR3
cluster_2						GO_Biological_Process_2021__negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	-0.6067864271457085	-1.0413767340282438	0.41379310344827586	0.8649305577594187	1.0	2/2	39.76%	PTPN3;GPRC5A
cluster_2						GO_Biological_Process_2021__inner ear morphogenesis (GO:0042472)	0.7788844621513944	1.0410431104119722	0.4550898203592814	0.9758890447524954	1.0	1/1	22.27%	MYO3B
cluster_2						GO_Biological_Process_2021__cochlea morphogenesis (GO:0090103)	0.7788844621513944	1.0410431104119722	0.4550898203592814	0.9758890447524954	1.0	1/1	22.27%	MYO3B
cluster_2						GO_Biological_Process_2021__regulation of cysteine-type endopeptidase activity (GO:2000116)	0.5777700199076106	1.0409276503294316	0.40038684719535783	0.9745753888013104	1.0	1/2	1.39%	LTF
cluster_2						GO_Biological_Process_2021__cytoskeleton-dependent cytokinesis (GO:0061640)	-0.508	-1.0406336711370647	0.39574468085106385	0.8653903616840786	1.0	3/3	49.70%	STMN1;DCTN3;ANLN
cluster_2						GO_Biological_Process_2021__positive regulation of microtubule nucleation (GO:0090063)	-0.488	-1.0394365631696314	0.42207792207792205	0.8659940762185461	1.0	3/3	51.69%	DCTN1;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__regulation of microtubule nucleation (GO:0010968)	-0.488	-1.0394365631696314	0.42207792207792205	0.8659940762185461	1.0	3/3	51.69%	DCTN1;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__macroautophagy (GO:0016236)	0.598802395209581	1.0390823185633138	0.4294234592445328	0.9787148193094906	1.0	2/2	40.36%	CHMP4C;LIX1
cluster_2						GO_Biological_Process_2021__establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	0.4969432260361477	1.0390743679875794	0.42193308550185876	0.9769499541048458	1.0	1/3	1.59%	OPHN1
cluster_2						GO_Biological_Process_2021__photoreceptor cell outer segment organization (GO:0035845)	0.4408817635270542	1.0381805965306368	0.40236686390532544	0.9785093809555068	1.0	4/4	56.26%	CDHR1;PCARE;TOPORS;RP1
cluster_2						GO_Biological_Process_2021__negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	-0.488	-1.0369925323017517	0.41561181434599154	0.8701157921124913	1.0	3/3	51.69%	GPX1;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__cellular response to chemical stress (GO:0062197)	-0.488	-1.0369925323017517	0.41561181434599154	0.8701157921124913	1.0	3/3	51.69%	GPX1;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__positive regulation of myeloid cell differentiation (GO:0045639)	-0.488	-1.0350780402574753	0.41631799163179917	0.8716716725396272	1.0	3/3	51.69%	ABCB10;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__positive regulation of erythrocyte differentiation (GO:0045648)	-0.488	-1.0350780402574753	0.41631799163179917	0.8716716725396272	1.0	3/3	51.69%	ABCB10;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__regulation of erythrocyte differentiation (GO:0045646)	-0.488	-1.0350780402574753	0.41631799163179917	0.8716716725396272	1.0	3/3	51.69%	ABCB10;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__stress fiber assembly (GO:0043149)	-0.7749003984063745	-1.0339975855217935	0.46435845213849286	0.8683133945354488	1.0	1/1	22.86%	PHACTR1
cluster_2						GO_Biological_Process_2021__dendrite morphogenesis (GO:0048813)	-0.7749003984063745	-1.0339975855217935	0.46435845213849286	0.8683133945354488	1.0	1/1	22.86%	PHACTR1
cluster_2						GO_Biological_Process_2021__contractile actin filament bundle assembly (GO:0030038)	-0.7749003984063745	-1.0339975855217935	0.46435845213849286	0.8683133945354488	1.0	1/1	22.86%	PHACTR1
cluster_2						GO_Biological_Process_2021__dendrite arborization (GO:0140059)	-0.7749003984063745	-1.0339975855217935	0.46435845213849286	0.8683133945354488	1.0	1/1	22.86%	PHACTR1
cluster_2						GO_Biological_Process_2021__regulation of neuron migration (GO:2001222)	-0.7749003984063745	-1.0339975855217935	0.46435845213849286	0.8683133945354488	1.0	1/1	22.86%	PHACTR1
cluster_2						GO_Biological_Process_2021__RNA splicing (GO:0008380)	-0.5948103792415169	-1.03389848139835	0.4175365344467641	0.8658919994892481	1.0	2/2	40.95%	PRPF8;PPP2R1A
cluster_2						GO_Biological_Process_2021__RNA processing (GO:0006396)	-0.5948103792415169	-1.03389848139835	0.4175365344467641	0.8658919994892481	1.0	2/2	40.95%	PRPF8;PPP2R1A
cluster_2						GO_Biological_Process_2021__tRNA export from nucleus (GO:0006409)	0.7868525896414342	1.0336487629519995	0.4585858585858586	0.9792819434264985	1.0	1/1	21.47%	RANBP2
cluster_2						GO_Biological_Process_2021__regulation of purine nucleotide metabolic process (GO:1900542)	0.7868525896414342	1.0336487629519995	0.4585858585858586	0.9792819434264985	1.0	1/1	21.47%	RANBP2
cluster_2						GO_Biological_Process_2021__regulation of glycolytic process (GO:0006110)	0.7868525896414342	1.0336487629519995	0.4585858585858586	0.9792819434264985	1.0	1/1	21.47%	RANBP2
cluster_2						GO_Biological_Process_2021__regulation of carbohydrate catabolic process (GO:0043470)	0.7868525896414342	1.0336487629519995	0.4585858585858586	0.9792819434264985	1.0	1/1	21.47%	RANBP2
cluster_2						GO_Biological_Process_2021__tRNA transport (GO:0051031)	0.7868525896414342	1.0336487629519995	0.4585858585858586	0.9792819434264985	1.0	1/1	21.47%	RANBP2
cluster_2						GO_Biological_Process_2021__tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	0.7868525896414342	1.0336487629519995	0.4585858585858586	0.9792819434264985	1.0	1/1	21.47%	RANBP2
cluster_2						GO_Biological_Process_2021__regulation of generation of precursor metabolites and energy (GO:0043467)	0.7868525896414342	1.0336487629519995	0.4585858585858586	0.9792819434264985	1.0	1/1	21.47%	RANBP2
cluster_2						GO_Biological_Process_2021__ncRNA export from nucleus (GO:0097064)	0.7868525896414342	1.0336487629519995	0.4585858585858586	0.9792819434264985	1.0	1/1	21.47%	RANBP2
cluster_2						GO_Biological_Process_2021__endosome organization (GO:0007032)	0.7729083665338644	1.0331155933909522	0.4491869918699187	0.9764328483232549	1.0	1/1	22.86%	EXOC8
cluster_2						GO_Biological_Process_2021__extracellular matrix disassembly (GO:0022617)	0.7729083665338644	1.0331155933909522	0.4491869918699187	0.9764328483232549	1.0	1/1	22.86%	EXOC8
cluster_2						GO_Biological_Process_2021__cellular component disassembly (GO:0022411)	0.7729083665338644	1.0331155933909522	0.4491869918699187	0.9764328483232549	1.0	1/1	22.86%	EXOC8
cluster_2						GO_Biological_Process_2021__sphingolipid metabolic process (GO:0006665)	-0.3621730382293763	-1.0316195592754265	0.4017094017094017	0.8705756903884343	1.0	6/6	64.41%	PLPP3;PPP2R1A;SMPD4;HACD3;PLPP2;FA2H
cluster_2						GO_Biological_Process_2021__negative regulation of regulated secretory pathway (GO:1903306)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__negative regulation of calcium ion-dependent exocytosis (GO:0045955)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__dense core granule cytoskeletal transport (GO:0099519)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__positive regulation of dendrite extension (GO:1903861)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__regulation of dendrite extension (GO:1903859)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__positive regulation of calcium ion-dependent exocytosis (GO:0045956)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__regulation of dopamine secretion (GO:0014059)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__negative regulation of catecholamine secretion (GO:0033604)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__regulation of calcium ion-dependent exocytosis (GO:0017158)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__regulation of catecholamine secretion (GO:0050433)	-0.7828685258964143	-1.0286380121617547	0.4725897920604915	0.8653493972100025	1.0	1/1	22.07%	SYT4
cluster_2						GO_Biological_Process_2021__regulation of protein ubiquitination (GO:0031396)	-0.488	-1.0285202846775112	0.4166666666666667	0.8644214909075042	1.0	3/3	51.69%	ISG15;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__actin polymerization or depolymerization (GO:0008154)	-0.7649402390438247	-1.0277078085642324	0.444022770398482	0.8636887172517607	1.0	1/1	23.86%	MICAL2
cluster_2						GO_Biological_Process_2021__actin filament depolymerization (GO:0030042)	-0.7649402390438247	-1.0277078085642324	0.444022770398482	0.8636887172517607	1.0	1/1	23.86%	MICAL2
cluster_2						GO_Biological_Process_2021__epithelial cell migration (GO:0010631)	0.4960000000000001	1.026023744151402	0.3920792079207921	0.9970422153788304	1.0	3/3	50.70%	KANK1;ADGRA2;ANLN
cluster_2						GO_Biological_Process_2021__mRNA metabolic process (GO:0016071)	-0.488	-1.0250230399723477	0.4288747346072187	0.8695251618712876	1.0	3/3	51.69%	PRPF8;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__cotranslational protein targeting to membrane (GO:0006613)	-0.7689243027888446	-1.0243434903047093	0.4718162839248434	0.8674741423850852	1.0	1/1	23.46%	RPLP2
cluster_2						GO_Biological_Process_2021__SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-0.7689243027888446	-1.0243434903047093	0.4718162839248434	0.8674741423850852	1.0	1/1	23.46%	RPLP2
cluster_2						GO_Biological_Process_2021__protein targeting to ER (GO:0045047)	-0.7689243027888446	-1.0243434903047093	0.4718162839248434	0.8674741423850852	1.0	1/1	23.46%	RPLP2
cluster_2						GO_Biological_Process_2021__regulation of cellular component size (GO:0032535)	-0.5788423153692615	-1.0238510699401415	0.4363256784968685	0.8676972052159996	1.0	2/2	42.54%	AP2M1;RAP1GAP2
cluster_2						GO_Biological_Process_2021__positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	0.7689243027888446	1.0235762073852814	0.4731800766283525	0.9961062695078805	1.0	1/1	23.26%	TOB1
cluster_2						GO_Biological_Process_2021__regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)	0.7689243027888446	1.0235762073852814	0.4731800766283525	0.9961062695078805	1.0	1/1	23.26%	TOB1
cluster_2						GO_Biological_Process_2021__regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)	0.7689243027888446	1.0235762073852814	0.4731800766283525	0.9961062695078805	1.0	1/1	23.26%	TOB1
cluster_2						GO_Biological_Process_2021__positive regulation of mRNA catabolic process (GO:0061014)	0.7689243027888446	1.0235762073852814	0.4731800766283525	0.9961062695078805	1.0	1/1	23.26%	TOB1
cluster_2						GO_Biological_Process_2021__positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)	0.7689243027888446	1.0235762073852814	0.4731800766283525	0.9961062695078805	1.0	1/1	23.26%	TOB1
cluster_2						GO_Biological_Process_2021__negative regulation of response to biotic stimulus (GO:0002832)	0.495757917989081	1.0231114524152802	0.42857142857142855	0.9962260004210989	1.0	1/3	1.39%	LTF
cluster_2						GO_Biological_Process_2021__activation of GTPase activity (GO:0090630)	-0.5788423153692615	-1.0227109988419405	0.4105691056910569	0.8694594875371063	1.0	2/2	42.54%	CCL21;RAP1GAP2
cluster_2						GO_Biological_Process_2021__bundle of His cell to Purkinje myocyte communication (GO:0086069)	0.7768924302788844	1.022705334734765	0.48466257668711654	0.983687032531461	1.0	1/1	22.47%	DSG2
cluster_2						GO_Biological_Process_2021__heterotypic cell-cell adhesion (GO:0034113)	0.7768924302788844	1.022705334734765	0.48466257668711654	0.983687032531461	1.0	1/1	22.47%	DSG2
cluster_2						GO_Biological_Process_2021__cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042)	0.7768924302788844	1.022705334734765	0.48466257668711654	0.983687032531461	1.0	1/1	22.47%	DSG2
cluster_2						GO_Biological_Process_2021__desmosome organization (GO:0002934)	0.7768924302788844	1.022705334734765	0.48466257668711654	0.983687032531461	1.0	1/1	22.47%	DSG2
cluster_2						GO_Biological_Process_2021__bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073)	0.7768924302788844	1.022705334734765	0.48466257668711654	0.983687032531461	1.0	1/1	22.47%	DSG2
cluster_2						GO_Biological_Process_2021__regulation of cardiac muscle cell contraction (GO:0086004)	0.7768924302788844	1.022705334734765	0.48466257668711654	0.983687032531461	1.0	1/1	22.47%	DSG2
cluster_2						GO_Biological_Process_2021__regulation of cardiac muscle cell action potential (GO:0098901)	0.7768924302788844	1.022705334734765	0.48466257668711654	0.983687032531461	1.0	1/1	22.47%	DSG2
cluster_2						GO_Biological_Process_2021__regulation of ventricular cardiac muscle cell action potential (GO:0098911)	0.7768924302788844	1.022705334734765	0.48466257668711654	0.983687032531461	1.0	1/1	22.47%	DSG2
cluster_2						GO_Biological_Process_2021__negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	0.5039999999999998	1.0226006014700633	0.4226190476190476	0.9823132493759575	1.0	3/3	49.90%	LEMD3;HSPA1A;ZNF451
cluster_2						GO_Biological_Process_2021__proteolysis involved in cellular protein catabolic process (GO:0051603)	-0.5814035350957447	-1.0215727265823857	0.44421906693711966	0.8709020173393927	1.0	1/2	3.18%	ISG15
cluster_2						GO_Biological_Process_2021__protein localization to cell periphery (GO:1990778)	-0.42310801392978803	-1.0199107123626325	0.41995841995842	0.8741956771760067	1.0	3/4	34.00%	RAB3C;RAB15;ANK1
cluster_2						GO_Biological_Process_2021__response to exogenous dsRNA (GO:0043330)	0.5748502994011978	1.0189933856784228	0.4079696394686907	0.9920143312131414	1.0	2/2	42.74%	IFIT1;IRAK3
cluster_2						GO_Biological_Process_2021__regulation of sequestering of triglyceride (GO:0010889)	-0.5828343313373253	-1.018777093487302	0.42034548944337813	0.8734863776888033	1.0	2/2	42.15%	PLIN2;OSBPL11
cluster_2						GO_Biological_Process_2021__positive regulation of sequestering of triglyceride (GO:0010890)	-0.5828343313373253	-1.018777093487302	0.42034548944337813	0.8734863776888033	1.0	2/2	42.15%	PLIN2;OSBPL11
cluster_2						GO_Biological_Process_2021__positive regulation of lipid storage (GO:0010884)	-0.5828343313373253	-1.018777093487302	0.42034548944337813	0.8734863776888033	1.0	2/2	42.15%	PLIN2;OSBPL11
cluster_2						GO_Biological_Process_2021__regulation of vascular endothelial growth factor production (GO:0010574)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__regulation of prostaglandin biosynthetic process (GO:0031392)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of prostaglandin biosynthetic process (GO:0031394)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of acute inflammatory response (GO:0002675)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of heat generation (GO:0031652)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of transforming growth factor beta production (GO:0071636)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of fever generation (GO:0031622)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of nitric oxide metabolic process (GO:1904407)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__cyclooxygenase pathway (GO:0019371)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of vascular endothelial growth factor production (GO:0010575)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__regulation of fever generation (GO:0031620)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__regulation of defense response (GO:0031347)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__long-chain fatty acid biosynthetic process (GO:0042759)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__regulation of neuroinflammatory response (GO:0150077)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__regulation of nitric oxide biosynthetic process (GO:0045428)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__regulation of brown fat cell differentiation (GO:0090335)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of nitric oxide biosynthetic process (GO:0045429)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of fat cell differentiation (GO:0045600)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of brown fat cell differentiation (GO:0090336)	0.7629482071713147	1.0185474249615016	0.466403162055336	0.9588243556923703	1.0	1/1	23.86%	PTGS2
cluster_2						GO_Biological_Process_2021__positive regulation of cytokine-mediated signaling pathway (GO:0001961)	-0.488	-1.017382336308592	0.41422594142259417	0.8762771715449074	1.0	3/3	51.69%	NLRC5;HSPA1A;HSPA1B
cluster_2						GO_Biological_Process_2021__purine nucleobase transport (GO:0006863)	-0.7669322709163346	-1.0170529437609843	0.49272349272349275	0.8701773135072561	1.0	1/1	23.66%	AQP9
cluster_2						GO_Biological_Process_2021__water transport (GO:0006833)	-0.7669322709163346	-1.0170529437609843	0.49272349272349275	0.8701773135072561	1.0	1/1	23.66%	AQP9
cluster_2						GO_Biological_Process_2021__glycerol transport (GO:0015793)	-0.7669322709163346	-1.0170529437609843	0.49272349272349275	0.8701773135072561	1.0	1/1	23.66%	AQP9
cluster_2						GO_Biological_Process_2021__fluid transport (GO:0042044)	-0.7669322709163346	-1.0170529437609843	0.49272349272349275	0.8701773135072561	1.0	1/1	23.66%	AQP9
cluster_2						GO_Biological_Process_2021__water homeostasis (GO:0030104)	-0.7669322709163346	-1.0170529437609843	0.49272349272349275	0.8701773135072561	1.0	1/1	23.66%	AQP9
cluster_2						GO_Biological_Process_2021__carbohydrate transport (GO:0008643)	-0.7669322709163346	-1.0170529437609843	0.49272349272349275	0.8701773135072561	1.0	1/1	23.66%	AQP9
cluster_2						GO_Biological_Process_2021__regulation of vasoconstriction (GO:0019229)	-0.7589641434262948	-1.0166585642521482	0.4777327935222672	0.8687769021749241	1.0	1/1	24.45%	SMTNL2
cluster_2						GO_Biological_Process_2021__positive regulation of vasoconstriction (GO:0045907)	-0.7589641434262948	-1.0166585642521482	0.4777327935222672	0.8687769021749241	1.0	1/1	24.45%	SMTNL2
cluster_2						GO_Biological_Process_2021__regulation of fibroblast proliferation (GO:0048145)	-0.5823085083536701	-1.0166152410173115	0.4383561643835616	0.8663428277259927	1.0	1/2	5.17%	MIF
cluster_2						GO_Biological_Process_2021__positive regulation of fibroblast proliferation (GO:0048146)	-0.5823085083536701	-1.0166152410173115	0.4383561643835616	0.8663428277259927	1.0	1/2	5.17%	MIF
